Date,Mean Temp,max Temp,Min temp,Heating Degree Days,Dew Point,Average Humidity,Max Humidity,Minimum Humidity,Sea Level Pressure,Average Wind Speed,Maximum Wind Speed,Visibility,Event,Precipitation
,,,,,,,,,,,,,,
01-08-2010,82,88,77,N/A,79,93,100,65,29.59,3,13,1.2,Rain Thunderstorm,0.2
,,,,,,,,,,,,,,
02-08-2010,80,84,76,N/A,79,97,100,88,29.53,5,9,1.4,Rain Thunderstorm,0.16
,,,,,,,,,,,,,,
03-08-2010,82,88,77,N/A,79,96,100,70,29.47,7,14,1.6,Thunderstorm,0.31
,,,,,,,,,,,,,,
04-08-2010,82,87,77,N/A,79,96,100,84,29.46,9,81,1.7,Rain,0.47
,,,,,,,,,,,,,,
05-08-2010,81,85,77,N/A,78,92,100,67,29.59,5,12,1.9,,0.02
,,,,,,,,,,,,,,
06-08-2010,84,91,78,N/A,78,83,100,61,29.68,3,9,1.7,,0
,,,,,,,,,,,,,,
07-08-2010,84,90,79,N/A,78,80,100,54,29.62,7,14,2,,0
,,,,,,,,,,,,,,
08-08-2010,84,90,79,N/A,78,80,100,56,29.59,7,13,1.7,,0.01
,,,,,,,,,,,,,,
09-08-2010,85,92,78,N/A,76,71,100,53,29.59,4,10,1.9,,0
,,,,,,,,,,,,,,
10-08-2010,87,94,80,N/A,80,87,100,54,29.64,2,7,1.7,Thunderstorm,1.46
,,,,,,,,,,,,,,
11-08-2010,86,95,77,N/A,79,83,100,53,29.65,5,10,1.8,,0
,,,,,,,,,,,,,,
12-08-2010,84,90,78,N/A,78,82,100,65,29.66,3,8,1.5,Thunderstorm,0.12
,,,,,,,,,,,,,,
13-08-2010,82,87,77,N/A,78,97,100,77,29.66,4,13,1.4,Rain Thunderstorm,0.59
,,,,,,,,,,,,,,
14-08-2010,82,88,76,N/A,79,89,100,65,29.63,2,6,1.7,,0
,,,,,,,,,,,,,,
15-08-2010,84,92,77,N/A,79,89,100,60,29.66,3,9,1.8,Rain Thunderstorm,2.24
,,,,,,,,,,,,,,
16-08-2010,81,86,76,N/A,79,96,100,79,29.68,3,7,1.7,Rain Thunderstorm,1.06
,,,,,,,,,,,,,,
17-08-2010,84,90,77,N/A,79,90,100,65,29.62,4,13,2.1,,0
,,,,,,,,,,,,,,
18-08-2010,84,91,76,N/A,79,92,100,68,29.6,5,12,1.7,Rain Thunderstorm,1.73
,,,,,,,,,,,,,,
19-08-2010,80,84,76,N/A,78,96,100,77,29.67,5,13,1.7,Rain Thunderstorm,0.55
,,,,,,,,,,,,,,
20-08-2010,80,84,77,N/A,79,98,100,85,29.73,5,9,1.4,Rain,0.35
,,,,,,,,,,,,,,
21-08-2010,76,78,75,N/A,77,100,100,100,29.67,7,12,1.2,Rain,0.55
,,,,,,,,,,,,,,
22-08-2010,80,84,75,N/A,78,97,100,85,29.64,5,12,1.3,,0
,,,,,,,,,,,,,,
23-08-2010,82,88,76,N/A,78,89,100,62,29.63,4,15,1.6,,0
,,,,,,,,,,,,,,
24-08-2010,84,91,76,N/A,77,83,100,56,29.61,4,12,1.6,,0
,,,,,,,,,,,,,,
25-08-2010,84,93,75,N/A,78,89,100,56,29.65,2,9,1.6,Rain Thunderstorm,0.35
,,,,,,,,,,,,,,
26-08-2010,82,91,74,N/A,78,84,100,57,29.68,2,7,1.9,,0
,,,,,,,,,,,,,,
27-08-2010,82,90,75,N/A,79,86,100,58,29.66,2,7,1.5,Rain Thunderstorm,0
,,,,,,,,,,,,,,
28-08-2010,85,91,79,N/A,80,88,100,63,29.64,1,9,1.4,Rain Thunderstorm,0.02
,,,,,,,,,,,,,,
29-08-2010,85,92,78,N/A,79,79,100,54,29.62,2,8,1.5,,0
,,,,,,,,,,,,,,
30-08-2010,86,91,80,N/A,80,87,100,53,29.58,2,8,1.6,,0
,,,,,,,,,,,,,,
31-08-2010,84,90,79,N/A,80,93,100,63,29.58,3,8,1.2,,0.59
,,,,,,,,,,,,,,
01-09-2010,84,91,77,N/A,80,90,100,62,29.65,5,9,1.5,Thunderstorm,0
,,,,,,,,,,,,,,
02-09-2010,85,92,78,N/A,80,89,100,56,29.67,2,10,1.5,Thunderstorm,0
,,,,,,,,,,,,,,
03-09-2010,83,89,77,N/A,79,93,100,65,29.67,2,9,1.9,Rain,0.02
,,,,,,,,,,,,,,
04-09-2010,80,83,76,N/A,78,96,100,77,29.62,2,8,1.7,Rain,0.12
,,,,,,,,,,,,,,
05-09-2010,82,88,76,N/A,79,89,100,63,29.64,2,7,1.8,,0.01
,,,,,,,,,,,,,,
06-09-2010,84,90,77,N/A,79,90,100,71,29.63,3,12,1.7,Rain,0.08
,,,,,,,,,,,,,,
07-09-2010,85,92,78,N/A,79,86,100,51,29.59,3,10,1.9,,0.28
,,,,,,,,,,,,,,
08-09-2010,82,85,78,N/A,80,97,100,87,29.62,3,7,1.6,Rain,0.28
,,,,,,,,,,,,,,
09-09-2010,83,89,77,N/A,78,84,100,66,29.62,8,14,2.2,Rain Thunderstorm,0.12
,,,,,,,,,,,,,,
10-09-2010,83,89,77,N/A,79,92,100,69,29.59,6,10,2.1,,0
,,,,,,,,,,,,,,
11-09-2010,80,84,76,N/A,79,96,100,80,29.64,6,9,2,Rain Thunderstorm,0.04
,,,,,,,,,,,,,,
12-09-2010,82,90,75,N/A,78,89,100,63,29.69,4,9,1.9,Rain Hail Thunderstorm,0.02
,,,,,,,,,,,,,,
13-09-2010,82,87,77,N/A,78,96,100,76,29.68,2,12,1.7,Rain Thunderstorm,0.55
,,,,,,,,,,,,,,
14-09-2010,82,89,74,N/A,77,93,100,66,29.66,3,7,1.7,Rain Thunderstorm,1.14
,,,,,,,,,,,,,,
15-09-2010,82,89,74,N/A,75,84,100,50,29.68,4,8,1.6,,0
,,,,,,,,,,,,,,
16-09-2010,81,89,73,N/A,71,70,100,40,29.68,2,8,1.9,,0
,,,,,,,,,,,,,,
17-09-2010,81,90,72,N/A,70,70,100,35,29.67,2,9,2.2,,0
,,,,,,,,,,,,,,
18-09-2010,80,91,70,N/A,70,69,100,38,29.67,4,12,2.2,,0
,,,,,,,,,,,,,,
19-09-2010,79,85,73,N/A,72,80,100,55,29.7,6,15,2.4,,0
,,,,,,,,,,,,,,
20-09-2010,77,83,71,N/A,74,92,100,74,29.69,6,9,2,Rain,0.2
,,,,,,,,,,,,,,
21-09-2010,76,79,74,N/A,75,94,100,76,29.72,4,10,1.5,Rain,0.39
,,,,,,,,,,,,,,
22-09-2010,79,85,73,N/A,69,73,94,45,29.74,5,16,1.8,Rain,0
,,,,,,,,,,,,,,
23-09-2010,81,91,71,N/A,63,60,100,17,29.77,5,14,2,,0
,,,,,,,,,,,,,,
24-09-2010,80,92,68,N/A,62,52,83,27,29.77,2,8,2.3,,0
,,,,,,,,,,,,,,
25-09-2010,83,92,74,N/A,64,53,78,26,29.81,3,12,2.7,,0
,,,,,,,,,,,,,,
26-09-2010,82,93,72,N/A,64,52,78,26,29.86,2,7,2.2,,0
,,,,,,,,,,,,,,
27-09-2010,82,94,70,N/A,61,51,94,18,29.88,2,8,2.4,,0
,,,,,,,,,,,,,,
28-09-2010,80,92,68,N/A,59,48,89,16,29.87,2,9,2.9,,0
,,,,,,,,,,,,,,
29-09-2010,82,95,68,N/A,60,47,78,19,29.88,1,5,2.6,,0
,,,,,,,,,,,,,,
30-09-2010,84,100,69,N/A,62,51,78,21,29.88,2,9,2.1,,0
,,,,,,,,,,,,,,
01-10-2010,82,94,70,N/A,65,56,83,30,29.84,2,8,2.2,,0
,,,,,,,,,,,,,,
02-10-2010,82,93,71,N/A,66,56,88,29,29.83,1,5,2.2,,0
,,,,,,,,,,,,,,
03-10-2010,83,96,70,N/A,67,59,83,30,29.84,2,38,2.2,,0
,,,,,,,,,,,,,,
04-10-2010,86,97,74,N/A,64,51,78,23,29.78,2,9,2.9,,0
,,,,,,,,,,,,,,
05-10-2010,82,93,71,N/A,64,54,83,24,29.76,2,9,2.5,,0
,,,,,,,,,,,,,,
06-10-2010,82,92,72,N/A,64,54,83,26,29.76,4,8,2.2,,0
,,,,,,,,,,,,,,
07-10-2010,82,91,74,N/A,66,58,73,31,29.76,4,7,2.2,,0
,,,,,,,,,,,,,,
08-10-2010,81,91,71,N/A,66,62,83,33,29.71,2,6,1.6,,0
,,,,,,,,,,,,,,
09-10-2010,84,97,70,N/A,57,44,88,13,29.67,2,9,1.9,,0
,,,,,,,,,,,,,,
10-10-2010,84,96,72,N/A,49,29,47,9,29.67,4,13,2.4,,0
,,,,,,,,,,,,,,
11-10-2010,84,94,73,N/A,56,40,61,15,29.79,5,18,2.4,Rain Hail Thunderstorm,0.12
,,,,,,,,,,,,,,
12-10-2010,82,94,69,N/A,60,49,69,22,29.87,2,7,2.4,,0
,,,,,,,,,,,,,,
13-10-2010,82,96,69,N/A,61,50,83,19,29.88,2,7,2.1,,0
,,,,,,,,,,,,,,
14-10-2010,83,96,70,N/A,59,45,94,17,29.8,4,7,1.8,,0
,,,,,,,,,,,,,,
15-10-2010,82,95,69,N/A,59,38,63,18,29.75,1,5,1.9,,0
,,,,,,,,,,,,,,
16-10-2010,82,93,70,N/A,60,39,58,22,29.73,3,7,1.3,,0
,,,,,,,,,,,,,,
17-10-2010,83,92,74,N/A,69,63,83,43,29.77,5,12,1.9,,0
,,,,,,,,,,,,,,
18-10-2010,81,89,73,N/A,71,72,94,43,29.82,6,12,2.3,,0
,,,,,,,,,,,,,,
19-10-2010,82,92,73,N/A,70,68,94,38,29.85,3,7,2.2,,0
,,,,,,,,,,,,,,
20-10-2010,83,93,73,N/A,65,55,83,28,29.8,2,5,2,,0
,,,,,,,,,,,,,,
21-10-2010,82,94,70,N/A,63,52,78,20,29.74,2,8,1.9,,0
,,,,,,,,,,,,,,
22-10-2010,83,96,70,N/A,58,43,78,18,29.64,5,10,1.7,,0
,,,,,,,,,,,,,,
23-10-2010,83,95,71,N/A,47,27,44,10,29.71,4,10,1.9,,0
,,,,,,,,,,,,,,
24-10-2010,78,90,65,N/A,53,45,73,16,29.8,3,8,1.7,,0
,,,,,,,,,,,,,,
25-10-2010,76,90,63,N/A,46,31,43,16,29.87,2,6,1.9,,0
,,,,,,,,,,,,,,
26-10-2010,80,91,69,N/A,53,37,70,20,29.91,4,9,1.8,,0
,,,,,,,,,,,,,,
27-10-2010,82,92,72,N/A,51,35,44,22,29.95,6,10,1.7,,0
,,,,,,,,,,,,,,
28-10-2010,76,90,61,N/A,47,35,59,13,29.97,3,9,2,,0
,,,,,,,,,,,,,,
29-10-2010,76,87,64,N/A,47,34,46,17,29.97,2,8,2.3,,0
,,,,,,,,,,,,,,
30-10-2010,76,86,66,N/A,48,35,52,16,30.02,5,9,1.8,,0
,,,,,,,,,,,,,,
31-10-2010,76,87,65,N/A,50,38,56,20,30.02,3,6,1.8,,0
,,,,,,,,,,,,,,
01-11-2010,72,84,61,N/A,52,45,73,14,29.95,2,7,1.4,,0
,,,,,,,,,,,,,,
02-11-2010,73,84,62,N/A,50,43,68,17,29.97,2,7,1.3,,0
,,,,,,,,,,,,,,
03-11-2010,72,85,59,N/A,51,46,68,17,30.01,1,7,1.3,,0
,,,,,,,,,,,,,,
04-11-2010,74,88,60,N/A,49,40,63,17,30.01,2,7,1.6,,0
,,,,,,,,,,,,,,
05-11-2010,74,87,60,N/A,48,36,57,17,29.97,2,6,1.9,,0
,,,,,,,,,,,,,,
06-11-2010,72,85,59,N/A,51,44,72,20,29.94,2,9,1.4,,0
,,,,,,,,,,,,,,
07-11-2010,72,83,60,N/A,53,50,72,19,29.96,3,9,1.3,,0
,,,,,,,,,,,,,,
08-11-2010,74,84,63,N/A,53,45,64,27,29.99,5,9,1.8,,0
,,,,,,,,,,,,,,
09-11-2010,74,80,69,N/A,63,72,100,45,30.05,7,13,2,Rain,0.12
,,,,,,,,,,,,,,
10-11-2010,74,83,66,N/A,70,85,100,56,30.01,2,6,1.6,,0
,,,,,,,,,,,,,,
11-11-2010,71,76,66,N/A,69,87,100,61,29.93,2,6,1.1,,0
,,,,,,,,,,,,,,
12-11-2010,75,83,67,N/A,71,87,100,61,29.84,2,6,1.5,Fog Rain,0
,,,,,,,,,,,,,,
13-11-2010,76,84,67,N/A,69,84,100,37,29.83,3,12,1.6,Fog,0
,,,,,,,,,,,,,,
14-11-2010,75,82,68,N/A,68,80,100,54,29.97,6,12,1.5,,0
,,,,,,,,,,,,,,
15-11-2010,75,83,67,N/A,66,74,100,41,30,5,12,1.5,Rain Thunderstorm,0.04
,,,,,,,,,,,,,,
16-11-2010,72,77,66,N/A,69,87,100,66,29.96,4,9,1.4,,0.01
,,,,,,,,,,,,,,
17-11-2010,69,72,66,N/A,68,97,100,80,29.95,4,15,1.1,Rain Thunderstorm,0.59
,,,,,,,,,,,,,,
18-11-2010,71,76,66,N/A,67,92,100,64,30,2,7,1.8,,0
,,,,,,,,,,,,,,
19-11-2010,70,80,60,N/A,55,63,100,17,29.97,1,6,1.9,,0
,,,,,,,,,,,,,,
20-11-2010,66,78,53,N/A,48,55,88,17,29.91,2,7,1.9,,0
,,,,,,,,,,,,,,
21-11-2010,68,81,54,N/A,49,56,88,24,29.88,2,7,1.9,,0
,,,,,,,,,,,,,,
22-11-2010,65,71,59,N/A,54,64,100,35,29.91,3,9,1.6,Rain,0.04
,,,,,,,,,,,,,,
23-11-2010,58,60,55,8,59,99,100,90,29.97,3,8,1.5,Rain,0.24
,,,,,,,,,,,,,,
24-11-2010,60,62,59,4,61,100,100,98,29.95,5,10,1.2,Rain,0.12
,,,,,,,,,,,,,,
25-11-2010,63,68,58,2,63,99,100,91,29.97,1,6,1,Fog Rain,0.02
,,,,,,,,,,,,,,
26-11-2010,68,77,58,N/A,63,84,100,53,29.95,2,6,1.4,Fog,0
,,,,,,,,,,,,,,
27-11-2010,65,78,52,N/A,51,66,100,17,29.92,1,7,2.1,,0
,,,,,,,,,,,,,,
28-11-2010,66,76,57,N/A,50,60,88,23,29.98,1,6,2,,0
,,,,,,,,,,,,,,
29-11-2010,64,78,50,1,46,56,100,14,30.02,1,6,2.3,,0
,,,,,,,,,,,,,,
30-11-2010,62,75,49,3,43,55,94,13,29.96,2,6,2.1,,0
,,,,,,,,,,,,,,
01-12-2010,62,76,47,4,44,54,88,18,29.96,2,9,2.3,,0
,,,,,,,,,,,,,,
02-12-2010,62,72,53,2,44,51,72,29,30.01,4,8,2.4,,0
,,,,,,,,,,,,,,
03-12-2010,60,73,46,6,45,60,88,22,30.04,2,7,1.7,,0
,,,,,,,,,,,,,,
04-12-2010,60,72,47,6,46,63,88,26,29.99,2,7,1.3,,0
,,,,,,,,,,,,,,
05-12-2010,60,71,48,6,46,63,94,24,29.95,3,8,1.4,,0
,,,,,,,,,,,,,,
06-12-2010,61,72,50,4,47,56,77,28,29.98,4,7,1.4,,0
,,,,,,,,,,,,,,
07-12-2010,62,73,50,4,47,61,82,25,29.98,4,7,1.4,,0
,,,,,,,,,,,,,,
08-12-2010,60,72,48,5,48,66,94,29,29.94,2,7,1.4,,0
,,,,,,,,,,,,,,
09-12-2010,60,73,48,4,50,64,94,33,29.87,1,5,1.5,,0
,,,,,,,,,,,,,,
10-12-2010,60,70,51,4,44,52,72,28,29.87,3,6,1.5,,0
,,,,,,,,,,,,,,
11-12-2010,58,70,45,8,35,47,87,12,29.86,2,8,2,,0
,,,,,,,,,,,,,,
12-12-2010,60,74,46,5,36,39,67,14,29.82,4,8,1.9,,0
,,,,,,,,,,,,,,
13-12-2010,60,73,46,6,42,53,82,17,29.9,1,6,2,,0
,,,,,,,,,,,,,,
14-12-2010,60,74,46,5,43,56,93,19,29.99,2,7,1.6,,0
,,,,,,,,,,,,,,
15-12-2010,60,76,44,5,42,58,93,16,29.99,1,6,1.9,,0
,,,,,,,,,,,,,,
16-12-2010,61,76,46,4,42,50,87,16,29.99,2,6,2,,0
,,,,,,,,,,,,,,
17-12-2010,61,76,46,4,43,54,87,12,29.99,2,7,2,,0
,,,,,,,,,,,,,,
18-12-2010,60,75,46,4,40,54,94,9,30.01,2,9,1.9,,0
,,,,,,,,,,,,,,
19-12-2010,60,76,43,6,40,55,100,9,30.09,2,5,1.6,,0
,,,,,,,,,,,,,,
20-12-2010,59,75,43,6,36,46,93,9,30.11,2,6,1.6,,0
,,,,,,,,,,,,,,
21-12-2010,60,77,42,6,35,48,100,7,29.99,2,8,1.8,,0
,,,,,,,,,,,,,,
22-12-2010,60,77,43,5,38,45,71,10,29.85,3,6,1.7,,0
,,,,,,,,,,,,,,
23-12-2010,62,76,48,3,43,52,82,22,29.86,2,7,1.8,,0
,,,,,,,,,,,,,,
24-12-2010,60,74,47,4,44,55,94,26,29.94,3,7,1.9,,0
,,,,,,,,,,,,,,
25-12-2010,58,72,45,6,37,48,87,14,29.96,2,6,1.6,,0
,,,,,,,,,,,,,,
26-12-2010,58,69,47,7,44,57,76,32,29.97,5,10,1.5,,0
,,,,,,,,,,,,,,
27-12-2010,62,71,54,2,45,53,67,33,29.98,7,13,1.3,,0
,,,,,,,,,,,,,,
28-12-2010,64,72,56,1,52,64,88,38,29.99,9,15,1.6,,0
,,,,,,,,,,,,,,
29-12-2010,60,62,57,6,55,85,100,62,29.99,6,10,1,Rain Thunderstorm,0.31
,,,,,,,,,,,,,,
30-12-2010,61,68,54,4,59,95,100,72,29.92,5,40,1.1,,0.03
,,,,,,,,,,,,,,
31-12-2010,57,66,48,8,50,80,100,26,29.93,5,9,1.3,,0
,,,,,,,,,,,,,,
01-01-2011,54,67,42,10,45,70,100,26,29.99,2,8,1.6,,0
,,,,,,,,,,,,,,
02-01-2011,52,64,39,14,42,67,100,24,30,3,7,2.1,,0
,,,,,,,,,,,,,,
03-01-2011,48,59,38,16,45,95,100,67,30.07,4,9,1,Fog,0
,,,,,,,,,,,,,,
04-01-2011,49,63,35,16,43,79,100,37,30.04,2,7,1.3,Fog,0
,,,,,,,,,,,,,,
05-01-2011,49,62,36,16,48,95,100,62,30.03,3,7,0.8,Fog,0
,,,,,,,,,,,,,,
06-01-2011,50,66,34,15,47,90,100,49,30.06,3,6,0.6,Fog,0
,,,,,,,,,,,,,,
07-01-2011,54,68,39,12,45,77,100,30,30.01,2,7,1.1,Fog,0
,,,,,,,,,,,,,,
08-01-2011,56,70,41,10,46,76,100,28,29.95,2,6,1.4,,0
,,,,,,,,,,,,,,
09-01-2011,52,69,36,12,42,74,100,24,29.99,3,7,1,Fog,0
,,,,,,,,,,,,,,
10-01-2011,52,69,36,12,37,60,100,19,30.02,3,8,1.6,Fog,0
,,,,,,,,,,,,,,
11-01-2011,56,71,40,10,38,56,93,13,29.96,2,9,1.6,,0
,,,,,,,,,,,,,,
12-01-2011,60,76,43,6,40,53,87,18,29.92,2,7,1.5,,0
,,,,,,,,,,,,,,
13-01-2011,62,76,48,3,45,55,87,26,29.9,2,6,1.7,,0
,,,,,,,,,,,,,,
14-01-2011,64,77,51,1,48,57,89,24,29.87,3,13,2.2,,0
,,,,,,,,,,,,,,
15-01-2011,59,67,51,6,28,34,67,8,29.97,5,13,2.5,,0
,,,,,,,,,,,,,,
16-01-2011,52,65,40,12,31,41,93,15,30.03,4,9,2.1,,0
,,,,,,,,,,,,,,
17-01-2011,58,72,44,7,29,34,54,10,29.93,3,8,2.1,,0
,,,,,,,,,,,,,,
18-01-2011,59,74,44,6,37,44,81,15,29.91,4,23,1.9,,0
,,,,,,,,,,,,,,
19-01-2011,56,70,42,9,31,38,71,6,29.95,3,9,1.8,,0
,,,,,,,,,,,,,,
20-01-2011,58,73,42,8,30,39,76,7,30.01,3,30,1.7,,0
,,,,,,,,,,,,,,
21-01-2011,62,75,48,4,37,41,63,15,30.02,2,6,2,,0
,,,,,,,,,,,,,,
22-01-2011,63,78,48,2,44,50,76,20,30,2,6,2,,0
,,,,,,,,,,,,,,
23-01-2011,65,75,55,N/A,42,42,63,15,30.04,5,9,2.1,,0
,,,,,,,,,,,,,,
24-01-2011,62,74,51,2,38,38,62,15,30.06,4,9,2.4,,0
,,,,,,,,,,,,,,
25-01-2011,60,69,52,4,37,41,51,16,30.04,5,13,2.1,,0
,,,,,,,,,,,,,,
26-01-2011,60,72,48,5,41,47,76,22,30.11,5,9,1.9,,0
,,,,,,,,,,,,,,
27-01-2011,58,69,47,7,36,42,71,19,30.13,7,97,1.8,,0
,,,,,,,,,,,,,,
28-01-2011,56,70,42,9,35,46,72,18,30.05,2,7,2.1,,0
,,,,,,,,,,,,,,
29-01-2011,58,71,46,6,39,47,71,25,29.98,4,10,1.9,,0
,,,,,,,,,,,,,,
30-01-2011,64,73,56,N/A,45,51,72,32,30.02,6,12,1.4,,0
,,,,,,,,,,,,,,
31-01-2011,61,73,49,4,47,58,94,28,30.09,4,8,1.1,Fog,0
,,,,,,,,,,,,,,
01-02-2011,60,73,46,6,44,56,94,24,30.07,2,9,1.4,,0
,,,,,,,,,,,,,,
02-02-2011,62,78,46,3,43,49,87,20,30.06,3,6,1.6,,0
,,,,,,,,,,,,,,
03-02-2011,66,82,50,N/A,45,50,82,16,30.04,2,5,1.7,,0
,,,,,,,,,,,,,,
04-02-2011,68,83,52,N/A,49,53,88,20,30.02,3,7,1.5,,0
,,,,,,,,,,,,,,
05-02-2011,70,85,56,N/A,51,53,88,22,29.94,2,7,1.6,,0
,,,,,,,,,,,,,,
06-02-2011,70,83,57,N/A,52,53,82,24,29.88,3,9,2.1,,0
,,,,,,,,,,,,,,
07-02-2011,68,81,56,N/A,54,60,94,27,29.84,4,15,2.2,Rain Thunderstorm,0
,,,,,,,,,,,,,,
08-02-2011,64,76,51,2,44,48,82,12,29.89,4,7,1.9,,0
,,,,,,,,,,,,,,
09-02-2011,64,76,51,2,41,45,77,10,29.88,3,8,2.4,,0
,,,,,,,,,,,,,,
10-02-2011,64,78,50,1,38,38,68,11,29.96,3,7,2.1,,0
,,,,,,,,,,,,,,
11-02-2011,66,82,51,N/A,43,46,76,16,30,2,6,2.1,,0
,,,,,,,,,,,,,,
12-02-2011,68,83,54,N/A,49,46,72,25,29.91,2,7,2.1,,0
,,,,,,,,,,,,,,
13-02-2011,72,85,58,N/A,48,43,82,16,29.83,4,13,2.2,,0
,,,,,,,,,,,,,,
14-02-2011,68,78,58,N/A,56,64,94,44,29.82,5,13,1.9,Rain Thunderstorm,0.04
,,,,,,,,,,,,,,
15-02-2011,62,65,59,3,62,100,100,92,29.84,7,12,1.3,Rain Thunderstorm,0
,,,,,,,,,,,,,,
16-02-2011,62,70,54,3,52,65,100,38,29.93,4,9,1.6,,0
,,,,,,,,,,,,,,
17-02-2011,62,72,53,2,50,64,100,29,29.99,3,8,1.9,,0
,,,,,,,,,,,,,,
18-02-2011,61,73,49,4,46,54,100,22,29.97,3,9,2,,0
,,,,,,,,,,,,,,
19-02-2011,64,75,53,1,48,56,82,31,30.01,5,8,2.2,,0
,,,,,,,,,,,,,,
20-02-2011,66,76,57,N/A,51,61,100,29,30.03,5,8,2.3,Rain Thunderstorm,0.04
,,,,,,,,,,,,,,
21-02-2011,60,69,50,6,52,79,100,47,30.09,4,10,2,,0
,,,,,,,,,,,,,,
22-02-2011,63,74,52,2,51,61,100,30,30.04,3,7,2.2,,0
,,,,,,,,,,,,,,
23-02-2011,66,78,55,N/A,53,58,78,28,30,5,10,1.8,,0
,,,,,,,,,,,,,,
24-02-2011,70,81,60,N/A,54,60,88,22,29.96,6,9,1.7,,0
,,,,,,,,,,,,,,
25-02-2011,66,78,54,N/A,52,62,100,22,29.91,3,9,1.5,,0
,,,,,,,,,,,,,,
26-02-2011,67,77,57,N/A,51,57,82,32,29.94,6,10,1.9,,0
,,,,,,,,,,,,,,
27-02-2011,67,77,57,N/A,50,54,94,30,30.07,6,12,1.9,,0
,,,,,,,,,,,,,,
28-02-2011,66,77,56,N/A,43,44,72,17,30.07,6,12,2.1,,0
,,,,,,,,,,,,,,
01-03-2011,66,75,57,N/A,44,45,55,29,30,5,14,2,,0
,,,,,,,,,,,,,,
02-03-2011,68,81,55,N/A,51,53,82,30,29.94,6,52,2.2,,0
,,,,,,,,,,,,,,
03-03-2011,72,82,61,N/A,54,53,77,28,29.92,4,12,2.6,,0
,,,,,,,,,,,,,,
04-03-2011,70,79,61,N/A,55,58,83,32,29.91,9,14,2.5,,0
,,,,,,,,,,,,,,
05-03-2011,68,80,57,N/A,51,55,94,23,29.95,5,12,2.5,,0
,,,,,,,,,,,,,,
06-03-2011,72,84,60,N/A,50,46,68,25,30.02,5,9,2.5,,0
,,,,,,,,,,,,,,
07-03-2011,72,85,60,N/A,47,39,63,20,30.03,3,8,2.2,,0
,,,,,,,,,,,,,,
08-03-2011,74,85,64,N/A,47,39,56,20,29.93,4,8,2.3,,0
,,,,,,,,,,,,,,
09-03-2011,72,82,61,N/A,48,46,77,20,29.89,4,8,2.2,,0
,,,,,,,,,,,,,,
10-03-2011,69,81,57,N/A,43,37,59,13,29.98,3,8,2.6,,0
,,,,,,,,,,,,,,
11-03-2011,69,82,56,N/A,42,35,59,14,29.98,3,10,2.5,,0
,,,,,,,,,,,,,,
12-03-2011,72,86,57,N/A,42,34,63,10,29.95,2,9,2.1,,0
,,,,,,,,,,,,,,
13-03-2011,78,91,64,N/A,39,26,46,12,29.9,3,12,2.2,,0
,,,,,,,,,,,,,,
14-03-2011,76,92,59,N/A,45,33,59,13,29.88,2,8,2.1,,0
,,,,,,,,,,,,,,
15-03-2011,78,91,64,N/A,49,34,49,15,29.92,5,8,2.2,,0
,,,,,,,,,,,,,,
16-03-2011,78,93,64,N/A,51,38,68,4,29.86,2,8,2,,0
,,,,,,,,,,,,,,
17-03-2011,80,97,64,N/A,47,32,60,7,29.79,2,9,1.8,,0
,,,,,,,,,,,,,,
18-03-2011,82,97,66,N/A,45,28,56,5,29.71,4,18,1.8,,0
,,,,,,,,,,,,,,
19-03-2011,83,94,72,N/A,39,20,31,6,29.64,7,16,2,,0
,,,,,,,,,,,,,,
20-03-2011,80,93,68,N/A,35,20,41,4,29.68,7,18,2.3,,0
,,,,,,,,,,,,,,
21-03-2011,76,92,61,N/A,38,24,52,4,29.8,5,12,2.4,,0
,,,,,,,,,,,,,,
22-03-2011,77,94,60,N/A,42,26,52,9,29.81,3,8,2.5,,0
,,,,,,,,,,,,,,
23-03-2011,80,93,66,N/A,43,24,40,11,29.83,3,15,2.5,,0
,,,,,,,,,,,,,,
24-03-2011,78,91,66,N/A,45,28,49,11,29.85,4,7,2.3,,0
,,,,,,,,,,,,,,
25-03-2011,78,92,63,N/A,42,27,59,7,29.87,3,10,2.8,,0
,,,,,,,,,,,,,,
26-03-2011,80,97,64,N/A,39,23,46,4,29.85,2,10,2.3,,0
,,,,,,,,,,,,,,
27-03-2011,84,99,68,N/A,38,19,37,4,29.82,3,15,2.2,,0
,,,,,,,,,,,,,,
28-03-2011,87,100,74,N/A,36,15,24,4,29.76,4,12,2.5,,0
,,,,,,,,,,,,,,
29-03-2011,86,98,74,N/A,46,23,39,10,29.76,4,9,2.6,,0
,,,,,,,,,,,,,,
30-03-2011,83,92,74,N/A,54,37,78,16,29.84,5,16,2.4,,0
,,,,,,,,,,,,,,
31-03-2011,82,94,70,N/A,46,27,47,10,29.82,4,8,2.2,,0
,,,,,,,,,,,,,,
01-04-2011,80,93,67,N/A,43,25,52,10,29.81,4,14,2.1,Rain,0
,,,,,,,,,,,,,,
02-04-2011,82,91,72,N/A,40,21,41,8,29.79,7,13,2.1,,0
,,,,,,,,,,,,,,
03-04-2011,77,91,63,N/A,44,28,49,10,29.85,5,10,2.1,,0
,,,,,,,,,,,,,,
04-04-2011,79,91,67,N/A,36,21,35,4,29.89,6,12,2.3,,0
,,,,,,,,,,,,,,
05-04-2011,78,94,63,N/A,30,17,30,4,29.9,2,12,2.7,,0
,,,,,,,,,,,,,,
